gen_alpha,gen_beta,recov_alpha,recov_beta
0.01,1.0,0.020133057669386722,2.6996942870758485
0.01,3.111111111111111,0.022141106301300284,2.6598712981017885
0.01,5.222222222222222,0.011508049242424212,2.646415770414791
0.01,7.333333333333334,0.25001067960413875,3.269373312051199
0.01,9.444444444444445,0.029611411389473596,2.7420093454551973
0.01,11.555555555555555,0.06015399208535788,2.7692690719559367
0.01,13.666666666666668,0.0837484111078986,3.1060731273157263
0.01,15.777777777777779,0.030442612946683156,2.670246312298133
0.01,17.88888888888889,0.2587963755616907,3.666018169713845
0.01,20.0,0.09736077453035413,2.4506730873646507
0.11888888888888888,1.0,0.26119497742291437,2.735283307377043
0.11888888888888888,3.111111111111111,0.1359981814501432,3.414246774003872
0.11888888888888888,5.222222222222222,0.4203693121761239,2.0820528126938953
0.11888888888888888,7.333333333333334,0.2714783820068949,3.438235942791226
0.11888888888888888,9.444444444444445,0.17295367462686756,3.941322922808985
0.11888888888888888,11.555555555555555,0.1992236877172951,2.8600099734950817
0.11888888888888888,13.666666666666668,0.24986715203034848,4.068006239746602
0.11888888888888888,15.777777777777779,0.415588760196051,3.9732542855994906
0.11888888888888888,17.88888888888889,0.24618005565044282,5.815053506595598
0.11888888888888888,20.0,0.23992735257690223,6.905367460211509
0.22777777777777777,1.0,0.06938267211191457,2.8981289890398383
0.22777777777777777,3.111111111111111,0.4089153597317688,2.0911299304259057
0.22777777777777777,5.222222222222222,0.47490302789548916,3.118368955160233
0.22777777777777777,7.333333333333334,0.34385560618878075,5.811027506837491
0.22777777777777777,9.444444444444445,0.6090585391254726,4.520856704755298
0.22777777777777777,11.555555555555555,0.2549520672801533,6.312372744364629
0.22777777777777777,13.666666666666668,0.4079967609742138,5.6345778629323116
0.22777777777777777,15.777777777777779,0.81872304683415,6.21925180566965
0.22777777777777777,17.88888888888889,0.5013773901813837,6.20967623357238
0.22777777777777777,20.0,0.4562053067974987,7.283993687664315
0.33666666666666667,1.0,0.08215638070088,3.2392092516719604
0.33666666666666667,3.111111111111111,0.3998189309620467,3.025017347301011
0.33666666666666667,5.222222222222222,0.34711800742159954,4.342458387908624
0.33666666666666667,7.333333333333334,0.5599071282509867,4.6553684646457185
0.33666666666666667,9.444444444444445,0.35863781788200566,5.807392959399197
0.33666666666666667,11.555555555555555,0.6528077509147361,6.210018647590548
0.33666666666666667,13.666666666666668,0.6498502201246041,6.675410878727519
0.33666666666666667,15.777777777777779,0.5891468358636043,5.020094342655049
0.33666666666666667,17.88888888888889,0.6570672768462048,6.015634235940225
0.33666666666666667,20.0,0.422550840829238,7.268426324500874
0.44555555555555554,1.0,0.019842971694097156,2.6108867878877655
0.44555555555555554,3.111111111111111,0.4526287359785472,3.126533732893085
0.44555555555555554,5.222222222222222,0.5594136048213417,4.157770061425255
0.44555555555555554,7.333333333333334,0.6165670875165427,4.4656543069259165
0.44555555555555554,9.444444444444445,0.6366397450972465,4.927114245690687
0.44555555555555554,11.555555555555555,0.5597880346295441,5.84685311249814
0.44555555555555554,13.666666666666668,0.4819077905698383,5.203601797098103
0.44555555555555554,15.777777777777779,0.7684654521575808,6.568019263850738
0.44555555555555554,17.88888888888889,0.6336094504770496,6.897461402653863
0.44555555555555554,20.0,0.6186929990731245,6.14013721570467
0.5544444444444444,1.0,0.3286695808035319,2.1803238571563845
0.5544444444444444,3.111111111111111,0.5050911527835535,2.7426937816768717
0.5544444444444444,5.222222222222222,0.5722940662986289,3.8933074845936737
0.5544444444444444,7.333333333333334,0.5442020650223177,5.940305441871378
0.5544444444444444,9.444444444444445,0.49937786895556785,6.251432885344219
0.5544444444444444,11.555555555555555,0.46823755357836383,5.752443508662475
0.5544444444444444,13.666666666666668,0.8952962689466495,6.495651825846632
0.5544444444444444,15.777777777777779,0.5782083594829964,6.420572172430971
0.5544444444444444,17.88888888888889,0.7653171541617924,5.653292016067629
0.5544444444444444,20.0,0.7323367871020233,5.934485553781805
0.6633333333333333,1.0,0.35877246743013713,1.7435036368368664
0.6633333333333333,3.111111111111111,0.6816774794216982,3.0232925265573742
0.6633333333333333,5.222222222222222,0.7183526193050347,3.3744032453839052
0.6633333333333333,7.333333333333334,0.9658285909793165,3.4750281787160873
0.6633333333333333,9.444444444444445,0.7324902342626413,5.644179075460487
0.6633333333333333,11.555555555555555,0.7840831290483474,5.783985814301198
0.6633333333333333,13.666666666666668,0.8819515172885746,6.163327537034979
0.6633333333333333,15.777777777777779,0.699416426706718,5.286309215586986
0.6633333333333333,17.88888888888889,0.6868314568050884,7.076973446621865
0.6633333333333333,20.0,0.7566254320611544,7.112613896257218
0.7722222222222221,1.0,0.22986068080529704,2.7683718504797854
0.7722222222222221,3.111111111111111,0.9462986543363923,2.8903406870141355
0.7722222222222221,5.222222222222222,0.7410602330847524,4.571556864999443
0.7722222222222221,7.333333333333334,0.5936360714049633,6.143394853770171
0.7722222222222221,9.444444444444445,0.8574971500866442,4.752972188452169
0.7722222222222221,11.555555555555555,0.7282315246349994,6.166019808816779
0.7722222222222221,13.666666666666668,0.8382045068635469,5.73194162988147
0.7722222222222221,15.777777777777779,0.805264616662043,7.062286987498831
0.7722222222222221,17.88888888888889,0.770454697070715,6.389333651542934
0.7722222222222221,20.0,0.7758664411729734,7.5074890511314525
0.8811111111111111,1.0,0.17800372100173767,2.9947537362574463
0.8811111111111111,3.111111111111111,0.8678953919368484,3.729591666190233
0.8811111111111111,5.222222222222222,0.8687271761103179,3.9829669533307435
0.8811111111111111,7.333333333333334,0.9497718515855175,5.898709234511811
0.8811111111111111,9.444444444444445,0.9200473627011561,5.488676407796219
0.8811111111111111,11.555555555555555,0.9684818001723112,5.525969757204466
0.8811111111111111,13.666666666666668,0.8336341645366399,6.174201037530797
0.8811111111111111,15.777777777777779,0.8731545279728019,6.857024805865718
0.8811111111111111,17.88888888888889,0.9330166454902529,6.028267036116116
0.8811111111111111,20.0,0.8093313182370774,5.962494486052918
0.99,1.0,0.9604479709170786,1.7405963411439132
0.99,3.111111111111111,0.7767733675671282,3.2724599877411116
0.99,5.222222222222222,0.8470952373337799,5.27392510761655
0.99,7.333333333333334,0.9413632344288922,5.156995196990497
0.99,9.444444444444445,0.8457302335077604,5.033747459482495
0.99,11.555555555555555,0.9732751543938614,4.823302518273208
0.99,13.666666666666668,0.9652651638632577,5.478698438340259
0.99,15.777777777777779,0.9643856451822037,5.044049062102413
0.99,17.88888888888889,0.9396925126737219,6.035675628743045
0.99,20.0,0.9879967053009278,6.412816936687678
